business_unit_id,business_unit_name,location_name,department_name,respondents,dominant_ahca_wa,wa_label,domain_code,wa_purity,distinct_wa_codes
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,OB Triage 001,5,9,Labor & Deliv/Ob,,80%,9:4 34:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Occupational Therapy 001,6,14,Rehab/Phys Med,REHB,50%,14:3 1:3
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Orthopedics Unit 001,49,2,"Med/Surg, Other Pt. Care Units",MSRG,63%,2:31 4:7 3:4 6:2 5:1 9:1 1:1 29:1 14:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Pastoral Spiritual Care 001,2,15,Telemetry,TELE,50%,15:1 1:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Patient Transportation 001,6,21,Radiology/ Imaging,RADI,50%,21:3 33:2 1:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Pharmacy Services General 001,2,6,ED/Short Stay,EDPT,50%,6:1 1:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Physical Therapy 001,11,14,Rehab/Phys Med,REHB,55%,14:6 1:4 2:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Physician Support Services 001,1,24,Admin/Mgmt,ADMN,100%,24:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,PreSurgery 001,5,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:5
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Rapid Deployment Team 001,2,1,"Many Different Hospital Units, No Specific Unit",,50%,1:1 8:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Recovery Rm Amb 001,29,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,83%,18:24 4:3 34:1 1:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Respiratory Care 001,18,1,"Many Different Hospital Units, No Specific Unit",,50%,1:9 22:7 13:1 8:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Security 001,9,32,Security Services,,67%,32:6 1:1 28:1 34:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Speech Therapy 001,2,15,Telemetry,TELE,50%,15:1 14:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Stepdown Intermediate Care 001,17,8,ICU(All Adult Types),ICU,47%,8:8 34:5 15:2 1:1 5:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Sterile Processing 001,2,4,Surg Svcs,SVCS,50%,4:1 34:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Surgery 002,30,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,60%,18:18 4:6 2:5 34:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Ultrasound 001,2,21,Radiology/ Imaging,RADI,50%,21:1 34:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Vascular Venous Access PICC,1,6,ED/Short Stay,EDPT,100%,6:1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Volunteer Services 001,1,24,Admin/Mgmt,ADMN,100%,24:1
52012,FLJAC SVMC Clay County,Optimal Imaging - Middleburg,Diagnostic Radiology Amb 002,2,21,Radiology/ Imaging,RADI,100%,21:2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Administration 142,2,24,Admin/Mgmt,ADMN,100%,24:2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Breast Health Services 001,2,21,Radiology/ Imaging,RADI,100%,21:2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Case Mgmt,3,1,"Many Different Hospital Units, No Specific Unit",,67%,1:2 34:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Computerized Tomography CT 001,7,21,Radiology/ Imaging,RADI,100%,21:7
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Critical Care Unit 001,11,8,ICU(All Adult Types),ICU,100%,8:11
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Diagnostic Radiology 001,8,21,Radiology/ Imaging,RADI,100%,21:8
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Emergency Department 001,23,6,ED/Short Stay,EDPT,87%,6:20 34:2 1:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Endoscopy GI 001,6,17,"Endoscopy, Colonoscopy",,50%,17:3 7:2 4:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Invasive Cardiology Anc 001,6,34,Other,,67%,34:4 21:2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Magnetic Resonance Imaging 001,1,21,Radiology/ Imaging,RADI,100%,21:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Materials Management 001,2,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,50%,18:1 34:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nuclear Medicine 001,2,1,"Many Different Hospital Units, No Specific Unit",,50%,1:1 21:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nursing Administration 001,5,24,Admin/Mgmt,ADMN,40%,24:2 1:2 34:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nursing Unit 001,26,2,"Med/Surg, Other Pt. Care Units",MSRG,73%,2:19 1:3 3:2 15:1 4:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nursing Unit 002,19,2,"Med/Surg, Other Pt. Care Units",MSRG,79%,2:15 15:2 4:1 3:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Occupational Therapy 001,1,2,"Med/Surg, Other Pt. Care Units",MSRG,100%,2:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Pastoral Spiritual Care 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Patient Transportation 001,6,21,Radiology/ Imaging,RADI,67%,21:4 33:1 1:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Physical Therapy 001,5,1,"Many Different Hospital Units, No Specific Unit",,60%,1:3 14:2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,PreSurgery 001,4,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:4
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Recovery Rm Amb 001,22,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,95%,18:21 4:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Respiratory Care 001,13,1,"Many Different Hospital Units, No Specific Unit",,62%,1:8 22:5
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Security 001,3,1,"Many Different Hospital Units, No Specific Unit",,33%,1:1 32:1 18:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Speech Therapy 001,2,1,"Many Different Hospital Units, No Specific Unit",,100%,1:2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Stepdown Intermediate Care 001,3,8,ICU(All Adult Types),ICU,67%,8:2 15:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Sterile Processing 001,4,34,Other,,75%,34:3 2:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Surgery 001,13,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,62%,18:8 4:4 2:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Surgical Services Admin 001,1,4,Surg Svcs,SVCS,100%,4:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Ultrasound 001,3,21,Radiology/ Imaging,RADI,100%,21:3
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Vascular Venous Access PICC,1,34,Other,,100%,34:1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Volunteer Services 001,1,34,Other,,100%,34:1
